time,Thumb-0-x,Thumb-0-y,Thumb-0-z,Thumb-1-x,Thumb-1-y,Thumb-1-z,Thumb-2-x,Thumb-2-y,Thumb-2-z,Thumb-3-x,Thumb-3-y,Thumb-3-z,Thumb-4-x,Thumb-4-y,Thumb-4-z,Index-0-x,Index-0-y,Index-0-z,Index-1-x,Index-1-y,Index-1-z,Index-2-x,Index-2-y,Index-2-z,Index-3-x,Index-3-y,Index-3-z,Index-4-x,Index-4-y,Index-4-z,Middle-0-x,Middle-0-y,Middle-0-z,Middle-1-x,Middle-1-y,Middle-1-z,Middle-2-x,Middle-2-y,Middle-2-z,Middle-3-x,Middle-3-y,Middle-3-z,Middle-4-x,Middle-4-y,Middle-4-z,Ring-0-x,Ring-0-y,Ring-0-z,Ring-1-x,Ring-1-y,Ring-1-z,Ring-2-x,Ring-2-y,Ring-2-z,Ring-3-x,Ring-3-y,Ring-3-z,Ring-4-x,Ring-4-y,Ring-4-z,Pinky-0-x,Pinky-0-y,Pinky-0-z,Pinky-1-x,Pinky-1-y,Pinky-1-z,Pinky-2-x,Pinky-2-y,Pinky-2-z,Pinky-3-x,Pinky-3-y,Pinky-3-z,Pinky-4-x,Pinky-4-y,Pinky-4-z
1641525377073479.0,38.31937026977539,130.41162109375,84.14978790283203,38.31937026977539,130.41162109375,84.14978790283203,11.845598220825195,113.6263427734375,52.0142822265625,10.232335090637207,98.77057647705078,25.23889923095703,19.22626304626465,89.21530151367188,8.78292465209961,43.794498443603516,149.03265380859375,75.33379364013672,12.437727928161621,150.4640655517578,17.090961456298828,-6.5338640213012695,149.71104431152344,-16.559242248535156,-17.20438575744629,148.7425994873047,-35.47218322753906,-24.742259979248047,147.7537384033203,-48.82510757446289,53.219383239746094,150.4365234375,69.69231414794922,31.320663452148438,151.58447265625,10.905104637145996,23.615575790405273,146.2484130859375,-31.417287826538086,18.89569091796875,142.0319061279297,-56.195274353027344,15.699786186218262,138.75650024414062,-72.46397399902344,63.21812057495117,149.20457458496094,65.15618896484375,51.71807861328125,149.8222198486328,10.012350082397461,40.01285171508789,112.45267486572266,1.0095531940460205,41.33269119262695,103.18706512451172,24.09779167175293,45.159393310546875,107.57622528076172,39.8594856262207,73.3679428100586,141.79612731933594,62.72287368774414,70.0818099975586,144.07168579101562,10.72884750366211,56.1703987121582,116.80494689941406,2.115133047103882,55.36859130859375,109.19685363769531,17.954042434692383,58.921104431152344,111.45989227294922,32.87226867675781
1641525377082181.0,35.847877502441406,125.80824279785156,82.62310028076172,35.847877502441406,125.80824279785156,82.62310028076172,11.077984809875488,109.0751953125,49.130489349365234,10.895913124084473,95.41734313964844,21.6778507232666,20.77506446838379,87.16210174560547,5.02712869644165,40.4333381652832,145.09913635253906,74.79519653320312,10.30507755279541,147.4766845703125,15.938093185424805,-7.861715793609619,147.2583465576172,-18.160945892333984,-18.048160552978516,146.58187866210938,-37.35146713256836,-25.22637939453125,145.79428100585938,-50.914310455322266,49.881160736083984,147.2935028076172,69.45207977294922,29.22114372253418,149.94668579101562,10.266505241394043,22.718761444091797,146.0518035888672,-32.41341781616211,18.76403045654297,142.6464385986328,-57.448760986328125,16.09807014465332,139.8797149658203,-73.90630340576172,60.02930450439453,146.83987426757812,65.1071548461914,49.7005500793457,149.38018798828125,9.786822319030762,40.24072265625,112.30821990966797,-2.4902610778808594,41.33406066894531,101.0853042602539,19.72484588623047,44.47211837768555,104.3542709350586,35.9052619934082,70.63758087158203,140.13673400878906,62.585811614990234,68.34443664550781,144.64642333984375,10.684369087219238,56.211997985839844,117.13133239746094,0.3440406024456024,55.47323226928711,108.71092987060547,15.769606590270996,58.5552864074707,110.46460723876953,30.860023498535156
1641525377090804.0,34.58003234863281,123.30648803710938,81.74673461914062,34.58003234863281,123.30648803710938,81.74673461914062,10.678509712219238,106.7759017944336,47.53044891357422,11.19620418548584,93.885009765625,19.713647842407227,21.49382209777832,86.3933334350586,2.955751895904541,38.66310119628906,142.9353485107422,74.50257873535156,9.0950345993042,146.04257202148438,15.395913124084473,-8.69621753692627,146.25086975097656,-18.900625228881836,-18.653865814208984,145.80667114257812,-38.217594146728516,-25.660511016845703,145.1787872314453,-51.878143310546875,48.09586715698242,145.55824279785156,69.3287124633789,27.98633575439453,149.23281860351562,10.008295059204102,21.991893768310547,146.2543487548828,-32.81952667236328,18.364173889160156,143.31443786621094,-57.963138580322266,15.92664909362793,140.81163024902344,-74.4981689453125,58.29803466796875,145.52859497070312,65.08798217773438,48.47740936279297,149.29183959960938,9.74478816986084,40.21418762207031,112.56542205810547,-4.3063459396362305,41.3004150390625,100.29320526123047,17.347131729125977,44.13166046142578,102.91399383544922,33.70117950439453,69.12956237792969,139.21778869628906,62.5040168762207,67.2452163696289,145.0940704345703,10.72299575805664,56.05256652832031,117.78157043457031,-1.1070756912231445,55.27920150756836,108.6380615234375,13.89942741394043,58.088191986083984,109.88679504394531,29.09302520751953
1641525377108124.0,33.97043228149414,121.76297760009766,81.1430435180664,33.97043228149414,121.76297760009766,81.1430435180664,10.617104530334473,105.39042663574219,46.4752082824707,11.564650535583496,93.03527069091797,18.427574157714844,22.113309860229492,86.07020568847656,1.5988216400146484,37.69240188598633,141.60317993164062,74.29071807861328,8.4182710647583,145.21066284179688,15.066269874572754,-9.16622543334961,145.71661376953125,-19.333642959594727,-18.994855880737305,145.43162536621094,-38.71957015991211,-25.903114318847656,144.91156005859375,-52.43465042114258,47.09986114501953,144.51451110839844,69.22618865966797,27.271718978881836,148.8863067626953,9.858349800109863,21.489543914794922,146.4708251953125,-33.0340576171875,18.005456924438477,143.74644470214844,-58.222225189208984,15.671655654907227,141.32150268554688,-74.78379821777344,57.32548904418945,144.77256774902344,65.05020141601562,47.758460998535156,149.36878967285156,9.72549819946289,40.27971267700195,113.03268432617188,-5.711502552032471,41.400142669677734,99.97146606445312,15.473620414733887,44.05586242675781,102.11743927001953,31.926015853881836,68.29951477050781,138.7337646484375,62.41796112060547,66.6023941040039,145.53768920898438,10.744156837463379,56.04818344116211,118.45736694335938,-2.1579272747039795,55.25779724121094,108.7822265625,12.510537147521973,57.88664627075195,109.63883972167969,27.7634220123291
1641525377126478.0,33.27314758300781,120.81583404541016,80.42254638671875,33.27314758300781,120.81583404541016,80.42254638671875,10.281339645385742,104.60142517089844,45.44017028808594,11.50926685333252,92.60661315917969,17.247365951538086,22.220069885253906,85.97465515136719,0.38649365305900574,36.7940673828125,140.7816619873047,73.83390045166016,7.764697074890137,144.7791748046875,14.514097213745117,-9.65495491027832,145.51341247558594,-19.965478897094727,-19.382774353027344,145.3484649658203,-39.4035758972168,-26.215171813964844,144.9084930419922,-53.159400939941406,46.19083023071289,143.8655548095703,68.85233306884766,26.598371505737305,148.73976135253906,9.445385932922363,20.935056686401367,146.68255615234375,-33.481544494628906,17.531660079956055,144.04116821289062,-58.6895751953125,15.256668090820312,141.60133361816406,-75.25714874267578,56.43267822265625,144.29513549804688,64.7305679321289,47.07841110229492,149.4639129638672,9.420018196105957,40.03218460083008,113.64122009277344,-7.361844062805176,41.09672164916992,99.81668090820312,13.336202621459961,43.62071990966797,101.51276397705078,29.8617000579834,67.48960876464844,138.41842651367188,62.078487396240234,65.96104431152344,145.84158325195312,10.484729766845703,55.79999542236328,119.06494903564453,-3.334223747253418,54.93054962158203,108.95132446289062,11.030864715576172,57.40749740600586,109.47904205322266,26.324045181274414
1641525377134146.0,32.615631103515625,120.21483612060547,79.60900115966797,32.615631103515625,120.21483612060547,79.60900115966797,9.904561042785645,104.05319213867188,44.41943359375,11.346858024597168,92.29875946044922,16.135679244995117,22.17986488342285,85.91047668457031,-0.7411952614784241,35.957725524902344,140.26736450195312,73.19276428222656,7.08747673034668,144.45152282714844,13.808216094970703,-10.217310905456543,145.29876708984375,-20.7265625,-19.872661590576172,145.18458557128906,-40.20112228393555,-26.649293899536133,144.77328491210938,-53.985389709472656,45.33958435058594,143.48526000976562,68.26819610595703,25.897197723388672,148.64129638671875,8.835738182067871,20.274486541748047,146.76602172851562,-34.104862213134766,16.907154083251953,144.13116455078125,-59.31842041015625,14.662381172180176,141.64112854003906,-75.88264465332031,55.590274810791016,144.05062866210938,64.18498229980469,46.368900299072266,149.57077026367188,8.88607120513916,39.675193786621094,114.19081115722656,-8.946423530578613,40.72376251220703,99.75906372070312,11.333748817443848,43.15659713745117,101.09139251708984,27.90618324279785,66.71446228027344,138.30654907226562,61.52360153198242,65.28331756591797,146.12936401367188,9.986126899719238,55.46827697753906,119.67249298095703,-4.673275947570801,54.499542236328125,109.16329956054688,9.398517608642578,56.825347900390625,109.40157318115234,24.72264862060547
1641525377142820.0,32.15525436401367,119.37506103515625,78.84904479980469,32.15525436401367,119.37506103515625,78.84904479980469,9.662262916564941,103.35913848876953,43.45338821411133,11.267471313476562,91.9043960571289,15.055680274963379,22.191425323486328,85.78736877441406,-1.8630181550979614,35.32301330566406,139.52139282226562,72.64165496826172,6.527975559234619,144.03622436523438,13.244808197021484,-10.708962440490723,145.08251953125,-21.31843376159668,-20.317007064819336,145.05763244628906,-40.81669616699219,-27.05480194091797,144.69671630859375,-54.62139892578125,44.68389129638672,142.87567138671875,67.7684326171875,25.307353973388672,148.4501953125,8.352254867553711,19.661619186401367,146.8446807861328,-34.59626007080078,16.293895721435547,144.26336669921875,-59.81529998779297,14.05604362487793,141.7523956298828,-76.37730407714844,54.93662643432617,143.57723999023438,63.7115592956543,45.76940155029297,149.56895446777344,8.452741622924805,39.377925872802734,114.72453308105469,-10.509336471557617,40.4312858581543,99.64958953857422,9.297144889831543,42.79768753051758,100.58441162109375,25.906347274780273,66.1187515258789,137.9636993408203,61.01466751098633,64.7128677368164,146.29220581054688,9.555797576904297,55.211238861083984,120.249755859375,-6.023330211639404,54.15122985839844,109.2984619140625,7.700459957122803,56.34334945678711,109.19171142578125,23.045764923095703
1641525377151484.0,31.51051139831543,118.85049438476562,78.26348114013672,31.51051139831543,118.85049438476562,78.26348114013672,9.163839340209961,102.99272155761719,42.704315185546875,10.881997108459473,91.72471618652344,14.238592147827148,21.87099266052246,85.7492904663086,-2.6885910034179688,34.63351058959961,139.04566955566406,72.1936264038086,5.987720012664795,143.8523712158203,12.74753189086914,-11.147738456726074,145.0753936767578,-21.860340118408203,-20.693403244018555,145.12925720214844,-41.389156341552734,-27.383888244628906,144.8123779296875,-55.21792984008789,43.99739074707031,142.4595489501953,67.36778259277344,24.76682472229004,148.354736328125,7.935131072998047,19.112184524536133,146.92640686035156,-35.01846694946289,15.743584632873535,144.34751892089844,-60.237640380859375,13.508061408996582,141.7843780517578,-76.79196166992188,54.259010314941406,143.21826171875,63.34379196166992,45.22499084472656,149.53518676757812,8.09925651550293,38.9359016418457,115.19021606445312,-11.785795211791992,39.90542984008789,99.59166717529297,7.615382194519043,42.207427978515625,100.1980972290039,24.24885368347168,65.46564483642578,137.65618896484375,60.641998291015625,64.1753158569336,146.30918884277344,9.233668327331543,54.859798431396484,120.63922119140625,-7.059659481048584,53.634605407714844,109.37042999267578,6.390628814697266,55.67093276977539,109.00847625732422,21.753490447998047
1641525377160159.0,30.8077449798584,118.9433364868164,77.15465545654297,30.8077449798584,118.9433364868164,77.15465545654297,8.556323051452637,103.10203552246094,41.528480529785156,10.346807479858398,91.89978790283203,13.04126262664795,21.37681770324707,85.9902114868164,-3.882356643676758,33.88547134399414,139.1597900390625,71.1327133178711,5.31477689743042,144.0172119140625,11.654609680175781,-11.76846694946289,145.2591552734375,-22.978391647338867,-21.278732299804688,145.2978515625,-42.52450942993164,-27.940494537353516,144.95590209960938,-56.36654281616211,43.24727249145508,142.60911560058594,66.32809448242188,24.088815689086914,148.58026123046875,6.87973690032959,18.405588150024414,147.19288635253906,-36.071434020996094,15.024515151977539,144.5567169189453,-61.28301239013672,12.783607482910156,141.91294860839844,-77.82392120361328,53.512752532958984,143.40399169921875,62.32097244262695,44.54347610473633,149.81521606445312,7.076748371124268,38.31859588623047,115.93682861328125,-13.612645149230957,39.22072982788086,99.88162994384766,5.415675640106201,41.47902297973633,100.2165298461914,22.062816619873047,64.73826599121094,137.87782287597656,59.6239013671875,63.50069808959961,146.63763427734375,8.232365608215332,54.34128189086914,121.29202270507812,-8.646738052368164,52.97763442993164,109.76363372802734,4.568167686462402,54.88791275024414,109.20538330078125,19.941335678100586
1641525377168822.0,29.715595245361328,118.7674331665039,76.22017669677734,29.715595245361328,118.7674331665039,76.22017669677734,7.712229251861572,102.99473571777344,40.40996551513672,9.696491241455078,91.90277099609375,11.892451286315918,20.839292526245117,86.08690643310547,-4.989695072174072,32.76982498168945,139.01458740234375,70.2901382446289,4.5238189697265625,144.010498046875,10.668603897094727,-12.36890697479248,145.31483459472656,-24.055437088012695,-21.763975143432617,145.35455322265625,-43.65718460083008,-28.339418411254883,144.99435424804688,-57.53997039794922,42.148902893066406,142.50811767578125,65.55159759521484,23.31159782409668,148.64425659179688,6.017471790313721,17.7711124420166,147.35137939453125,-36.955291748046875,14.479018211364746,144.68423461914062,-62.17538833618164,12.299805641174316,141.9749298095703,-78.71393585205078,52.43467712402344,143.34681701660156,61.60592269897461,43.76120376586914,149.93637084960938,6.335454940795898,37.698089599609375,116.546630859375,-15.1798677444458,38.468345642089844,100.04000854492188,3.4641196727752686,40.617862701416016,100.09252166748047,20.128938674926758,63.691043853759766,137.8624267578125,58.952518463134766,62.72053527832031,146.80821228027344,7.5872907638549805,53.81248092651367,121.85224914550781,-9.992385864257812,52.24485778808594,110.03108978271484,2.938183069229126,53.952022552490234,109.24172973632812,18.32511329650879
